number,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
435,UMP9,NekoVanilla886,6,316897.3,320387.7,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,615,Liusc1994,29,318164.5,323154.6
436,Down and Out,chijibingd,19,315645.8,400676.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,933,jijiluanfei,20,318136.6,400377.8
437,S686,qxiaoye521p,6,320924.9,325903,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,676,Abby1998,29,321279,325545.1
438,SCAR-L,BeiJin40L,11,324947.8,398263.7,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,994,chijibingd,19,318212.7,397706.7
439,Falling,,,,,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,931,Wanderer23333,21,434417.8,339997.6
440,S686,qingqingyu121,10,446823.9,628970.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,246,LoveooHjw,37,446989.8,629061
441,M16A4,Sell-Trucycle,7,390013.3,344174.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1260,LiKuangRan,15,389397.1,344857.3
442,Tommy Gun,752903469,5,334747.8,172195.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,246,ZHENGHAIO,36,334682.9,171748.2
443,Down and Out,bjy520,3,515439.6,498767,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,289,xingqiu56,34,515442.4,499347.3
444,Vector,Joker1997av,4,317150.2,426082.4,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1184,HYC---come,49,316154.2,425468.8
445,S12K,Wanderer23333,21,419011.3,328593.6,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,762,Leo-manRrui0701-,25,418930,328264.4
446,AKM,TheScarletFlower,25,417469.2,330103.3,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,665,YangLin233333,21,417447,329788.1
447,P92,CPjj,39,414722.9,480566.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,196,Agreas-,45,414632.8,480358.7
448,Crossbow,VeCtOrsssss,31,410400,283853.6,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,150,nonhuuf,44,410409.9,283768.7
449,S1897,LSY__14,27,566124.1,125508.9,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,723,ChiangChih-hang,14,567265.8,124472.3
450,M416,SuperPigBing,8,393638.4,339905.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1105,HuduNB,18,391186.3,336716
451,SKS,Dno_Gaming,17,340115.5,550422.9,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,699,JIUXIE-NB,18,341094.4,553623.2
452,S686,ZHENGHAIO,36,336797.3,171051.2,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,203,foxdream1012,41,336512.7,170856.9
453,M416,JIUXIE-NB,18,423694.8,712692.4,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,394,Kirameku__Yoshio,49,0,0
454,M416,752903469,5,332538.8,170562.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,237,yanyunraozhirou,36,336608.9,170904.4
455,SCAR-L,DelevinC,3,374061.2,362154.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1193,jinhz2046,15,389218.5,343111.6
456,Down and Out,ChouNiZaDi233,9,347009,399412.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,821,L-55555,23,342481.2,402831.8
457,SKS,yanyunraozhirou,36,337425.9,171268.6,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,205,Dion_ion,41,336587.5,171296.5
458,Bluezone,,,,,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1628,YBgiane,8,393428.8,289432.3
459,R1895,AJlewka,17,357906.2,519403,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,150,zmx123789,48,357666.3,518996.7
460,Tommy Gun,lyp001,12,301293.1,503920.6,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,168,dapeng132,48,302478.7,504448.5
461,M416,yanyunraozhirou,36,339453,164013.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,96,wangxiao0946,5,339942.1,163887.2
462,AKM,xvwangming,26,392153.6,286311.3,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,278,LibraHH,35,393994.9,286163.3
463,P92,Adlerx,51,391919.3,235406.2,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,425,Sventy21,59,392289.6,235706.1
464,AKM,CocaCola01,4,347226.7,142356.4,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1477,PNW_Franco17,9,345692.8,141435.4
465,P18C,jprodigy,85,421634,324678.9,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,126,Eagyl,86,421077.3,324661.9
466,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,830,Illudian,69,0,0
467,UMP9,MLBBear,30,420148.7,324679.9,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,263,Hastela,71,420297.3,326671.7
468,S686,JackieCOC,5,350512.6,403584,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,187,Satch,79,350609.2,403244.2
469,Kar98k,HORI2MIONE,17,198664.1,237887.7,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,924,anonymous999,48,0,0
470,AKM,CocaCola01,4,370007.6,170078.4,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1359,onebadplayer,11,371297,168383.7
471,M16A4,LORD_JTR,29,217333.5,386930.9,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,773,hyh981118,44,215621.4,391763.2
472,Punch,Arnoxiong,3,234714.5,474444.6,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,94,lilpumpisdaddy,91,234655.7,474301.2
473,AKM,CocaCola01,4,357546.8,246166.7,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1080,xiaopei214,24,357253.6,245785.9
474,M416,sdjdd,1,277820.6,181814.6,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1273,HORI2MIONE,17,277729.9,182195
475,Micro UZI,FPDDT,19,312061.1,309554.4,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,833,cincout,37,312825.6,308982.2
476,Micro UZI,xiaopei214,24,353378.5,318622.9,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,232,WhtLtg,87,0,0
477,Kar98k,sdjdd,1,348392.5,121524.5,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1636,QcnnAoneQ,7,346781.6,129334.6
478,Kar98k,SayWelcome,15,388931.1,172113.9,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,937,MLBBear,30,395028.1,169433.7
479,SCAR-L,Arnoxiong,3,350295.3,208808,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1305,LJCxhh,14,351670.6,208352.2
480,UMP9,CocaCola01,4,362574.1,212171.2,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,712,Adlerx,51,361140.2,216043.1
481,SKS,Mnj153,8,213011.6,339573.1,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,649,d0ct0r_comunista,55,214487.5,339324.9
482,UMP9,MLBBear,30,420289.4,326486.7,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,125,YeCho,88,420219.3,326930.7
483,Micro UZI,JackieCOC,5,354025.6,406654.9,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,215,masami-_-,76,353412,407891.8
484,Micro UZI,M1R2,54,374162.7,358975.3,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,338,xxfffffff,63,374368.8,359027.1
485,SKS,ChaoNengxiaoshu,22,265282.1,389462.3,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,752,GOGingmimi,46,268370.8,389173.9
486,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1768,JackieCOC,5,375642.7,119501.2
487,Falling,KiiQIU,25,299208.6,546106.5,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,460,VinPong,57,299107.7,546526.6
488,S1897,cincout,37,222144.8,396664.6,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,148,ARIZZY,81,221817.2,396584.8
489,Micro UZI,YeCho,88,420605.8,326314.2,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,109,MIUI6,90,420778.9,326710.1
490,AKM,Timor001,26,396302.9,308738.7,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,840,dengboyu76,35,398414.8,308418.2
491,Mini 14,onebadplayer,11,368899.9,168752.8,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1301,SayWelcome,15,370058.7,170025.1
492,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,827,JINGRU,40,111230.4,478790.1
493,Micro UZI,Energy-Jx,73,422495.8,324706.4,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,126,jprodigy,85,421795,324705.9
494,Mini 14,lbt_1,55,167730.2,615627.8,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,354,lyqADC,60,166752,617085.6
495,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1336,Timor001,26,0,0
496,Hit by Car,SayWelcome,15,345067.9,146794,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,800,siliymaui125,42,345518.8,146570.3
497,Falling,dsadwada,27,426700.8,217050.3,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1021,dsadwada,27,426700.8,217050.3
498,M16A4,AtomicBrunette,47,296314.6,302359.5,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,297,DzzzZZZZP,66,295531.2,304050.2
499,AKM,TB_dong,21,367417.5,264989.5,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,869,dduhgvb,32,368316.4,259026.8
